trial_type,trial_index,time_elapsed,rt,stimulus,key_press,test_part,task,targ_cond,correctKeyCode,correct,word,responses,correct_response
html-keyboard-response,13,108606,null,"FUNNY<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,14,110110,null,"FUNNY",null,word,,,,,FUNNY,,
html-keyboard-response,15,110617,null,"SCARY<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,response,1,Space,false,,,
html-keyboard-response,16,112119,null,"SCARY",null,word,,,,,SCARY,,
html-keyboard-response,17,112622,null,"PEACEFUL<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,response,1,Space,false,,,
html-keyboard-response,18,114127,null,"PEACEFUL",null,word,,,,,PEACEFUL,,
html-keyboard-response,19,114634,null,"LITTLE<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,20,116136,null,"LITTLE",null,word,,,,,LITTLE,,
html-keyboard-response,21,116644,null,"TIRED<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,22,118146,null,"TIRED",null,word,,,,,TIRED,,
html-keyboard-response,23,118653,null,"ENTERTAINING<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,24,120155,null,"ENTERTAINING",null,word,,,,,ENTERTAINING,,
html-keyboard-response,25,120663,null,"GRATEFUL<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,response,1,Space,false,,,
html-keyboard-response,26,122165,null,"GRATEFUL",null,word,,,,,GRATEFUL,,
html-keyboard-response,27,122671,null,"LOUD<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,28,124174,null,"LOUD",null,word,,,,,LOUD,,
html-keyboard-response,29,124678,null,"SMART<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,response,1,Space,false,,,
html-keyboard-response,30,126181,null,"SMART",null,word,,,,,SMART,,
html-keyboard-response,31,126686,null,"SMOOTH<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,response,1,Space,false,,,
html-keyboard-response,32,128189,null,"SMOOTH",null,word,,,,,SMOOTH,,
html-keyboard-response,33,128696,null,"DISHONEST<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,34,130198,null,"DISHONEST",null,word,,,,,DISHONEST,,
html-keyboard-response,35,130706,null,"WEALTHY<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,response,1,Space,false,,,
html-keyboard-response,36,132207,null,"WEALTHY",null,word,,,,,WEALTHY,,
html-keyboard-response,37,132715,null,"BEAUTIFUL<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,38,134216,null,"BEAUTIFUL",null,word,,,,,BEAUTIFUL,,
html-keyboard-response,39,134722,null,"DREARY<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,40,136223,null,"DREARY",null,word,,,,,DREARY,,
html-keyboard-response,41,136726,null,"PLAYFUL<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,response,0,none,true,,,
html-keyboard-response,42,138231,null,"PLAYFUL",null,word,,,,,PLAYFUL,,
survey-text,43,140878,2637.730000074953,"",,,,,,,,{"Q0":"3"},
survey-text,44,143110,2226.5699999406934,"",,,,,,,,{"Q0":"2"},
survey-text,45,144783,1668.2400000281632,"",,,,,,,,{"Q0":"5"},
survey-text,46,146144,1357.3499999474734,"",,,,,,,,{"Q0":"3"},
survey-text,47,147163,1014.3750000279397,"",,,,,,,,{"Q0":"2"},
survey-text,48,148487,1320.3499999362975,"",,,,,,,,{"Q0":"4"},
survey-text,49,149957,1465.444999979809,"",,,,,,,,{"Q0":"2"},
survey-text,50,151064,1102.7049999684095,"",,,,,,,,{"Q0":"2"},
survey-text,51,153790,2721.3850000407547,"",,,,,,,,{"Q0":"2"},
survey-text,52,155281,1487.165000056848,"",,,,,,,,{"Q0":"3"},
survey-text,53,156286,1000.2250000834465,"",,,,,,,,{"Q0":"3"},
survey-text,54,157675,1384.180000051856,"",,,,,,,,{"Q0":"4"},
survey-text,55,159114,1434.879999840632,"",,,,,,,,{"Q0":"6"},
survey-text,56,160558,1439.869999885559,"",,,,,,,,{"Q0":"3"},
survey-text,57,161872,1309.2449998948723,"",,,,,,,,{"Q0":"2"},
survey-text,58,163441,1564.0249999705702,"",,,,,,,,{"Q0":"1"},
survey-text,59,167666,4220.214999979362,"",,,,,,,,{"Q0":"happy"},
survey-text,60,169039,1368.6249998863786,"",,,,,,,,{"Q0":"angry"},
survey-text,61,173872,4829.20500007458,"",,,,,,,,{"Q0":"beautiful"},
survey-text,62,176946,3070.575000019744,"",,,,,,,,{"Q0":"angry"},
survey-text,63,191414,14463.740000035614,"",,,,,,,,{"Q0":"loud"},
survey-text,64,237174,45756.6250001546,"",,,,,,,,{"Q0":"cold"},
survey-text,65,331742,94564.68000006862,"",,,,,,,,{"Q0":"i cant remember any more"},
html-keyboard-response,66,342670,10921.945000067353,"<p> Uh oh. You responded correctly on 56% of the GREEN squares.</p>
                  <p>We need you keep your accuracy above 80%</p>
                  <p>Press any key to begin the experiment. Thank you!</p>",32,,,,,,,,
html-keyboard-response,67,350402,7730.345000047237,"<p>We will now begin the experiment!<p><p>Please try to remember all words from each list.<p><p>Press the spacebar whenever you see a GREEN square.<p><p><p><p>Press the spacebar to begin.</p>",32,,,,,,,,
html-keyboard-response,68,352838,1931.3749999273568,"<div style=""font-size:48px;"">Press any key to begin list 1 of 24 </div>",32,,,,,,,,
html-keyboard-response,69,355349,null,"<div style=""font-size:60px;"">+</div>",null,,,,,,,,
html-keyboard-response,70,355853,null,"PIRATE<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,71,357358,null,"PIRATE",null,word,,,,, 'PIRATE',,
html-keyboard-response,72,357861,null,"SHELTER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,73,359366,null,"SHELTER",null,word,,,,, 'SHELTER',,
html-keyboard-response,74,359873,null,"WOLF<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,75,361375,null,"WOLF",null,word,,,,, 'WOLF',,
html-keyboard-response,76,361879,null,"CLOUD<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,77,363384,null,"CLOUD",null,word,,,,, 'CLOUD',,
html-keyboard-response,78,363887,null,"COMET<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,79,365393,null,"COMET",null,word,,,,, 'COMET',,
html-keyboard-response,80,365895,499.4399999268353,"JAR<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",32,word_square,,1,,,,,SPACEBAR
html-keyboard-response,81,367397,null,"JAR",null,word,,,,, 'JAR',,
html-keyboard-response,82,367904,null,"BEAVER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,83,369407,null,"BEAVER",null,word,,,,, 'BEAVER',,
html-keyboard-response,84,369912,null,"WASHER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,85,371416,null,"WASHER",null,word,,,,, 'WASHER',,
html-keyboard-response,86,371923,null,"SWAMP<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,87,373425,null,"SWAMP",null,word,,,,, 'SWAMP',,
html-keyboard-response,88,373931,null,"COOKBOOK<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,89,375435,null,"COOKBOOK",null,word,,,,, 'COOKBOOK',,
html-keyboard-response,90,375940,null,"TURTLE<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,91,377442,null,"TURTLE",null,word,,,,, 'TURTLE',,
html-keyboard-response,92,377947,null,"SLUG<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,93,379451,null,"SLUG",null,word,,,,, 'SLUG',,
html-keyboard-response,94,379956,null,"CURTAIN<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,95,381460,null,"CURTAIN",null,word,,,,, 'CURTAIN',,
html-keyboard-response,96,381967,null,"IDOL<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,97,383470,null,"IDOL",null,word,,,,, 'IDOL',,
html-keyboard-response,98,383977,null,"HANDCUFFS<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,99,385479,null,"HANDCUFFS",null,word,,,,, 'HANDCUFFS',,
html-keyboard-response,100,385983,null,"ZIPPER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,101,387485,null,"ZIPPER",null,word,,,,, 'ZIPPER',,
html-keyboard-response,102,387989,null,"SKIRT<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,103,389495,null,"SKIRT",null,word,,,,, 'SKIRT',,
html-keyboard-response,104,389976,479.5199998188764,"BANQUET<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",32,word_square,,1,,,,,SPACEBAR
html-keyboard-response,105,391483,null,"BANQUET",null,word,,,,, 'BANQUET',,
survey-text,106,393914,2426.1950000654906,"",,,,,,,,{"Q0":"5"},
survey-text,107,395703,1783.419999992475,"",,,,,,,,{"Q0":"4"},
survey-text,108,396824,1116.5299999993294,"",,,,,,,,{"Q0":"2"},
survey-text,109,399319,2492.1200000680983,"",,,,,,,,{"Q0":"0"},
survey-text,110,400484,1160.8700000215322,"",,,,,,,,{"Q0":"6"},
survey-text,111,401750,1261.3450000062585,"",,,,,,,,{"Q0":"5"},
survey-text,112,402917,1162.959999870509,"",,,,,,,,{"Q0":"5"},
survey-text,113,403937,1016.1649999208748,"",,,,,,,,{"Q0":"3"},
survey-text,114,405067,1125.125000020489,"",,,,,,,,{"Q0":"3"},
survey-text,115,406300,1229.225000133738,"",,,,,,,,{"Q0":"1"},
survey-text,116,409869,3564.690000144765,"",,,,,,,,{"Q0":"1"},
survey-text,117,411299,1426.0050000157207,"",,,,,,,,{"Q0":"5"},
survey-text,118,412617,1313.5699999984354,"",,,,,,,,{"Q0":"6"},
survey-text,119,413847,1225.5450000520796,"",,,,,,,,{"Q0":"6"},
survey-text,120,415162,1310.9150000382215,"",,,,,,,,{"Q0":"5"},
survey-text,121,416687,1520.5550000537187,"",,,,,,,,{"Q0":"1"},
survey-text,122,419574,2883.2450001500547,"",,,,,,,,{"Q0":"wold"},
survey-text,123,421207,1628.2150000333786,"",,,,,,,,{"Q0":"wolf"},
survey-text,124,422946,1735.1299999281764,"",,,,,,,,{"Q0":"comet"},
survey-text,125,435921,12970.10500007309,"",,,,,,,,{"Q0":"turtle"},
survey-text,126,437630,1704.145000083372,"",,,,,,,,{"Q0":"swamp"},
survey-text,127,440517,2882.279999786988,"",,,,,,,,{"Q0":"idol"},
survey-text,128,463073,22551.035000011325,"",,,,,,,,{"Q0":"y"},
survey-text,129,481000,17922.335000010207,"",,,,,,,,{"Q0":"swirl"},
survey-text,130,482765,1760.0849999580532,"",,,,,,,,{"Q0":"idk"},
survey-text,131,490743,7974.570000078529,"",,,,,,,,{"Q0":"swamp"},
survey-text,132,497009,6260.314999846742,"",,,,,,,,{"Q0":"g"},
html-keyboard-response,133,499863,2852.3899998981506,"<p> Uh oh. You responded correctly on 56% of the GREEN squares.</p>
                  <p>We need you keep your accuracy above 80%</p>
                  <p>Press any key to continue the experiment. Thank you!</p>",32,,,,,,,,
html-keyboard-response,134,530240,30375.54999999702,"<div style=""font-size:48px;"">Press any key to begin list 2 of 24 </div>",32,,,,,,,,
html-keyboard-response,135,532751,null,"<div style=""font-size:60px;"">+</div>",null,,,,,,,,
html-keyboard-response,136,533257,null,"SALMON<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,137,534760,null,"SALMON",null,word,,,,, 'SALMON',,
html-keyboard-response,138,535268,null,"TAXI<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,139,536769,null,"TAXI",null,word,,,,, 'TAXI',,
html-keyboard-response,140,537279,null,"RUST<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,141,538781,null,"RUST",null,word,,,,, 'RUST',,
html-keyboard-response,142,539288,null,"BRICK<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,143,540791,null,"BRICK",null,word,,,,, 'BRICK',,
html-keyboard-response,144,541262,468.8750000204891,"CORAL<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",32,word_square,,1,,,,,SPACEBAR
html-keyboard-response,145,542767,null,"CORAL",null,word,,,,, 'CORAL',,
html-keyboard-response,146,543274,null,"ATTIRE<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,147,544781,null,"ATTIRE",null,word,,,,, 'ATTIRE',,
html-keyboard-response,148,545288,null,"CRACKER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,149,546796,null,"CRACKER",null,word,,,,, 'CRACKER',,
html-keyboard-response,150,547303,null,"LETTER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,151,548808,null,"LETTER",null,word,,,,, 'LETTER',,
html-keyboard-response,152,549304,494.55499998293817,"BOYFRIEND<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",32,word_square,,1,,,,,SPACEBAR
html-keyboard-response,153,550809,null,"BOYFRIEND",null,word,,,,, 'BOYFRIEND',,
html-keyboard-response,154,551316,null,"FLUTE<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,155,552820,null,"FLUTE",null,word,,,,, 'FLUTE',,
html-keyboard-response,156,553244,421.6650000307709,"BANJO<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",32,word_square,,1,,,,,SPACEBAR
html-keyboard-response,157,554745,null,"BANJO",null,word,,,,, 'BANJO',,
html-keyboard-response,158,555253,null,"RIVER<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,159,556760,null,"RIVER",null,word,,,,, 'RIVER',,
html-keyboard-response,160,557263,null,"FOSSIL<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,161,558770,null,"FOSSIL",null,word,,,,, 'FOSSIL',,
html-keyboard-response,162,559199,427.1849999204278,"FRAGRANCE<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",32,word_square,,1,,,,,SPACEBAR
html-keyboard-response,163,560701,null,"FRAGRANCE",null,word,,,,, 'FRAGRANCE',,
html-keyboard-response,164,561207,null,"CABIN<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,165,562708,null,"CABIN",null,word,,,,, 'CABIN',,
html-keyboard-response,166,563215,null,"BOXER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,167,564718,null,"BOXER",null,word,,,,, 'BOXER',,
html-keyboard-response,168,565226,null,"PARTNER<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,169,566733,null,"PARTNER",null,word,,,,, 'PARTNER',,
html-keyboard-response,170,567240,null,"CATCHER<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,171,568747,null,"CATCHER",null,word,,,,, 'CATCHER',,
survey-text,172,572602,3850.7699999026954,"",,,,,,,,{"Q0":"4"},
survey-text,173,576454,3847.2500001080334,"",,,,,,,,{"Q0":"1"},
survey-text,174,578295,1836.5149998571724,"",,,,,,,,{"Q0":"3"},
survey-text,175,579310,1010.8350000809878,"",,,,,,,,{"Q0":"3"},
survey-text,176,580586,1270.570000167936,"",,,,,,,,{"Q0":"1"},
survey-text,177,582592,2002.0299998577684,"",,,,,,,,{"Q0":"2"},
survey-text,178,584623,2028.090000152588,"",,,,,,,,{"Q0":"2"},
survey-text,179,586066,1438.075000187382,"",,,,,,,,{"Q0":"4"},
survey-text,180,589980,3910.169999813661,"",,,,,,,,{"Q0":"1"},
survey-text,181,591370,1385.8900000341237,"",,,,,,,,{"Q0":"4"},
survey-text,182,592585,1210.81000007689,"",,,,,,,,{"Q0":"4"},
survey-text,183,593722,1132.160000037402,"",,,,,,,,{"Q0":"3"},
survey-text,184,600308,6582.055000122637,"",,,,,,,,{"Q0":"fragrance"},
survey-text,185,606222,5909.869999857619,"",,,,,,,,{"Q0":"partner"},
survey-text,186,608834,2607.5499998405576,"",,,,,,,,{"Q0":"boyfriend"},
survey-text,187,612388,3548.3450000174344,"",,,,,,,,{"Q0":"taxi"},
survey-text,188,620849,8456.509999930859,"",,,,,,,,{"Q0":"coral"},
survey-text,189,622998,2144.1299999132752,"",,,,,,,,{"Q0":"attire"},
survey-text,190,631385,8382.634999928996,"",,,,,,,,{"Q0":"banjo"},
survey-text,191,633191,1801.6650001518428,"",,,,,,,,{"Q0":"river"},
survey-text,192,639223,6028.135000029579,"",,,,,,,,{"Q0":"cabin"},
survey-text,193,644902,5675.490000052378,"",,,,,,,,{"Q0":"catcher"},
survey-text,194,650512,5605.4000000003725,"",,,,,,,,{"Q0":"taxi"},
survey-text,195,652560,2043.390000006184,"",,,,,,,,{"Q0":"rust"},
survey-text,196,656174,3609.999999869615,"",,,,,,,,{"Q0":"brick"},
survey-text,197,664998,8818.944999948144,"",,,,,,,,{"Q0":"let"},
survey-text,198,670800,5797.084999969229,"",,,,,,,,{"Q0":"idk"},
html-keyboard-response,199,679633,8830.099999904633,"<p> Uh oh. You responded correctly on 56% of the GREEN squares.</p>
                  <p>We need you keep your accuracy above 80%</p>
                  <p>Press any key to continue the experiment. Thank you!</p>",32,,,,,,,,
html-keyboard-response,200,694724,15089.914999902248,"<div style=""font-size:48px;"">Press any key to begin list 3 of 24 </div>",32,,,,,,,,
html-keyboard-response,201,697234,null,"<div style=""font-size:60px;"">+</div>",null,,,,,,,,
html-keyboard-response,202,697741,null,"DAD<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,203,699244,null,"DAD",null,word,,,,, 'DAD',,
html-keyboard-response,204,699751,null,"FLESH<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,205,701255,null,"FLESH",null,word,,,,, 'FLESH',,
html-keyboard-response,206,701758,null,"LANDSCAPE<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,207,703263,null,"LANDSCAPE",null,word,,,,, 'LANDSCAPE',,
html-keyboard-response,208,703770,null,"TOURIST<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,209,705272,null,"TOURIST",null,word,,,,, 'TOURIST',,
html-keyboard-response,210,705780,null,"CHICKEN<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,211,707285,null,"CHICKEN",null,word,,,,, 'CHICKEN',,
html-keyboard-response,212,707792,null,"COBWEB<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,213,709295,null,"COBWEB",null,word,,,,, 'COBWEB',,
html-keyboard-response,214,709800,null,"KETCHUP<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,215,711303,null,"KETCHUP",null,word,,,,, 'KETCHUP',,
html-keyboard-response,216,711810,null,"RELISH<img id = ""stim"" ><div class = green_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = green_square  id = ""bottomsquare"" ></div>",null,word_square,,1,,,,,SPACEBAR
html-keyboard-response,217,713312,null,"RELISH",null,word,,,,, 'RELISH',,
html-keyboard-response,218,713817,null,"CABBAGE<img id = ""stim"" ><div class = red_square id = ""topsquare"" ></div><img id = ""stim"" ><div class = red_square  id = ""bottomsquare"" ></div>",null,word_square,,0,,,,,SPACEBAR
html-keyboard-response,219,715324,null,"CABBAGE",null,word,,,,, 'CABBAGE',,
